,Symbol,name_a,price,changesPercentage,change_a,yearHigh,yearLow,priceAvg50,priceAvg200
922,AIEAX,American Beacon International Equity Fund Class A,14.5,1.4,0.2,18.77,11.07,13.290882,15.817132
923,HHHCX,Hartford Schroders Emerging Markets Equity Fund Class C,13.87,-0.86,-0.12,17.02,11.51,13.467059,14.868603
924,SUSYX,SEI Institutional Managed Trust U.S. Managed Volatility Fund Class Y,15.56,0.06,0.01,18.4,12.13,14.898529,16.551765
925,MMECX,Victory Integrity Discovery Fund Class C,15.83,-4.29,-0.709999,23.82,11.48,14.256471,19.020662
926,THISX,T. Rowe Price Health Sciences Fund I Class,85.18,0.77,0.65,85.05,60.39,81.020294,79.40265
927,CNPSX,ProFunds Consumer Goods Ultra Sector Fund Service Class,90.51,-0.36,-0.330004,111.29,59.42,84.570885,94.408165
928,FBTIX,Fidelity Advisor Biotechnology Fund I Class,32.8,0.15,0.05,32.91,23.02,30.769411,29.36022
929,WEMMX,TETON Westwood Mighty Mites Fund Class AAA,20.89,-2.15,-0.459998,26.84,15.89,19.100883,22.866692
930,PDGIX,T. Rowe Price Dividend Growth Fund I Class,49.62,0.28,0.14,55.66,37.2,46.96588,49.86934
931,JGIRX,JPMorgan Intrepid Growth Fund Class R5,55.38,-0.34,-0.19,60.99,40.42,52.406765,53.94993
932,FEYIX,Fidelity Advisor Asset Manager 85% Fund I Class,18.87,0.05,0.01,21.18,14.35,17.765882,18.956177
933,EKGAX,Wells Fargo Global Small Cap Fund Class A,34.87,-0.51,-0.18,41.46,27.2,32.325882,36.610516
934,NEJYX,Natixis Funds Trust I Vaughan Nelson Small Cap Value Fund Class Y,13.31,-2.2,-0.300001,16.66,9.84,12.16147,14.241544
935,MFCAX,Meridian Contrarian Fund A Class,30.25,-2.01,-0.62,36.81,20.61,27.35647,31.037132
936,CSGZX,Columbia Seligman Global Technology Fund Institutional Class,44.61,-1.93,-0.88,49.09,31.04,41.809708,43.623676
937,HWSCX,Hotchkis & Wiley Small Cap Value Fund Class C,29.79,-2.9,-0.89,44.17,21.58,26.881765,35.30478
938,FSDIX,Fidelity Strategic Dividend & Income Fund,14.29,0.07,0.01,16.24,11.11,13.722941,14.663456
939,QNTAX,Meeder Quantex Fund Adviser Class,27.89,-2.79,-0.799999,38.47,19.59,25.417646,31.748014
940,JORCX,Janus Henderson Global Select Fund Class C,13.18,-0.45,-0.060001,15.81,9.61,12.341764,13.857059
941,SVSPX,State Street S&P 500 Index Fund Class N,219.44,-0.2,-0.43,246.06,36.08,207.34853,200.70654
942,TMDPX,AMG TimesSquare Mid Cap Growth Fund Class N,17.66,0.4,0.07,20.48,12.3,16.207058,17.322279
943,CAAPX,Ariel Appreciation Fund Investor Class,36.64,-1.98,-0.74,47.05,26.12,33.698235,39.32
944,PKSFX,Virtus KAR Small-Cap Core Fund Class I,39.76,-0.18,-0.069998,43.02,28.63,36.250294,38.775295
945,FARVX,Fidelity Advisor Managed Retirement 2020 Fund Class A,50.91,-0.04,-0.02,53.67,44.73,49.463528,51.006763
946,FAMKX,Fidelity Advisor Emerging Markets Fund Class A,24.9,-0.24,-0.06,29.93,20.04,24.03,25.872942
947,JFNSX,Janus Henderson Global Life Sciences Fund Class S,59.87,0.86,0.51,61.68,44.03,57.33294,57.061764
948,GBFAX,VanEck Emerging Markets Fund Class A,15.15,-0.33,-0.05,18.64,12.15,14.512647,16.318308
949,JVAIX,JPMorgan Value Advantage Fund Class L,29.88,-1.26,-0.379998,37.88,22.15,28.006765,32.8425
950,KWIAX,Kinetics Alternative Income Fund Advisor Class A,98.45,0.06,0.06,98.39,93.9,98.07588,97.33853
951,PGUAX,Virtus Duff & Phelps Global Infrastructure Fund Class A,14.22,1.28,0.18,17.02,10.38,13.340882,14.887426
952,FOSBX,Tributary Small Company Fund Institutional Plus Class,22.55,-2.38,-0.549998,30.17,18.09,21.078236,25.514927
953,FTCLX,Franklin Corefolio Allocation Fund Class C,18.42,0.27,0.05,20.6,13.84,17.32147,18.515368
954,PKSCX,Virtus KAR Small-Cap Core Fund Class C,30.81,-0.19,-0.059999,33.43,22.23,28.109118,30.20625
955,WPLCX,WP Large Cap Income Plus Fund Institutional Class,8.69,-1.81,-0.159999,17.52,5.92,8.325,13.162574
956,DGIFX,The Disciplined Growth Investors Fund,20.7,-0.81,-0.17,22.04,15.54,19.167059,20.245367
957,VGIVX,Vanguard Emerging Markets Government Bond Index Fund Institutional Shares,30.55,-0.1,-0.03,33.49,26.4,29.10147,31.144192
958,CLREX,Columbia Balanced Fund Institutional 2 Class,42.96,0.0,0.0,45.28,34.83,41.210587,42.179634
959,ORENX,Invesco Oppenheimer Real Estate Fund Class R,20.66,3.2,0.64,28.61,16.21,21.055716,25.21835
960,GRMAX,Nationwide S&P 500 Index Fund Class A,15.05,-0.2,-0.03,16.78,11.08,14.222353,15.087647
961,UOPIX,ProFunds UltraNASDAQ-100 Fund Investor Class,94.18,-0.48,-0.45,111.05,53.59,85.06,86.70838
962,AIAGX,Aberdeen Realty Income & Growth Fund Class A,12.46,0.56,0.07,18.09,9.17,11.806765,14.277941
963,TILPX,TIAA-CREF Large-Cap Growth Fund Premier Class,23.41,0.21,0.05,24.25,16.98,21.918236,21.627426
964,VWIGX,Vanguard International Growth Fund Investor Shares,32.75,0.58,0.19,33.95,24.12,30.362942,30.744486
965,HBLTX,The Hartford Balanced Income Fund Class R5,14.41,0.07,0.01,15.35,11.79,13.922941,14.445588
966,OTCFX,T. Rowe Price Small-Cap Stock Fund,47.26,-1.34,-0.639998,54.42,33.61,43.16941,47.80412
967,FSTKX,Federated MDT Large Cap Value Fund Service Shares,24.15,-0.49,-0.12,28.67,17.61,22.772352,25.325073
968,HWAAX,Hotchkis & Wiley Value Opportunities Fund Class A,22.3,-1.72,-0.389999,29.39,17.25,20.799412,25.071617
969,DHMIX,Diamond Hill Small Mid Cap Fund Class I,17.63,-2.11,-0.379998,23.39,12.45,16.027647,19.488457
970,QFVIX,Pear Tree Polaris Foreign Value Fund Class Institutional,17.13,1.06,0.180001,22.12,12.57,15.698529,18.776176
971,ARTKX,Artisan International Value Fund Investor Class,30.24,0.83,0.25,37.39,23.14,28.133823,32.53316
972,SHISX,BlackRock Health Sciences Opportunities Portfolio Service Shares,67.19,1.22,0.809995,67.47,48.33,64.61794,63.15625
973,SMTIX,JPMorgan SmartRetirement 2040 Fund Class R5,19.43,-0.15,-0.030001,23.4,15.19,18.455883,20.275293
974,FBTAX,Fidelity Advisor Biotechnology Fund Class A,30.7,0.13,0.04,30.81,21.56,28.809412,27.52331
975,JIBFX,Johnson Institutional Core Bond Fund,17.43,-0.06,-0.01,17.55,16.06,17.39353,16.866692
976,VMGMX,Vanguard Mid-Cap Growth Index Fund Admiral Shares,68.46,0.41,0.28,73.4,46.87,62.883823,64.73353
977,ORECX,Invesco Oppenheimer Real Estate Fund Class C,20.09,3.18,0.62,27.87,15.78,20.488571,24.588074
978,MIOPX,"Morgan Stanley Institutional Fund, Inc. International Opportunity Portfolio Class A",26.6,0.83,0.219999,27.45,19.67,24.671764,24.880735
979,FTRWX,Fidelity Advisor Simplicity RMD 2020 Fund Class M,60.33,0.23,0.139998,60.42,58.04,60.33,60.33
980,MNREX,Manning & Napier Real Estate Series Class S,13.71,0.44,0.06,17.55,10.18,13.070294,15.053603
981,WESNX,William Blair Emerging Markets Small Cap Growth Fund Class N,15.78,-0.44,-0.069999,17.79,11.85,14.983824,15.785
982,PRGSX,T. Rowe Price Global Stock Fund,47.57,0.4,0.19,49.27,33.57,43.770294,44.01419
983,GTLOX,Glenmede Quantitative U.S. Large Cap Core Equity Portfolio,23.82,-0.92,-0.219999,28.49,17.41,22.310883,24.920515
984,FMFAX,Fidelity Advisor Materials Fund Class A,61.79,0.83,0.509997,69.74,42.75,57.34559,61.763016
985,PXSGX,Virtus KAR Small-Cap Growth Fund Class I,42.89,-0.3,-0.13,44.1,29.78,38.205883,39.1975
986,TRRDX,T. Rowe Price Retirement 2040 Fund,25.18,-0.04,-0.01,28.55,19.17,23.735,25.536396
987,NESYX,Natixis Funds Trust I U.S. Equity Opportunities Fund Class Y,40.7,-0.34,-0.14,46.5,30.93,37.999706,41.048603
988,TGTIX,T. Rowe Price Growth and Income Fund I Class,28.14,0.32,0.09,31.86,21.12,26.74147,28.457869
989,PFPWX,Parnassus Endeavor Fund Institutional Shares,33.35,-2.74,-0.939997,40.2,25.26,31.307354,34.85603
990,CORRX,Columbia Contrarian Core Fund Advisor Class,26.53,0.0,0.0,28.9,19.53,25.078823,26.10647
991,DISIX,BNY Mellon Small Cap Stock Index Fund Class I,22.78,-3.19,-0.75,31.06,16.67,20.742647,25.1075
992,PYVSX,Payden Equity Income Fund SI Class,16.07,0.06,0.01,18.88,12.54,15.495882,16.936691
993,DSENX,DoubleLine Shiller Enhanced CAPE Class N,14.11,-0.84,-0.12,17.04,10.1,12.943235,14.683603
994,RRGSX,T. Rowe Price Growth Stock Fund R Class,71.2,0.04,0.03,75.69,51.28,66.40294,66.869415
995,RCLIX,T. Rowe Price U.S. Large-Cap Core Fund I Class,24.96,0.32,0.08,28.14,18.67,23.719706,25.20228
996,JLGAX,JAG Large Cap Growth Fund Class A,17.37,0.35,0.059999,18.75,12.85,16.388823,16.593088
997,ACSLX,American Century Select Fund C Class,71.08,0.25,0.18,74.35,51.3,66.568825,67.07228
998,DTSGX,Wilshire Small Company Growth Portfolio Investment Class Shares,25.58,-1.88,-0.49,28.83,17.86,23.124706,25.03544
999,SSHVX,Sound Shore Fund Institutional Class,35.32,-1.67,-0.6,45.83,26.21,33.177353,38.39853
1000,FLCGX,Meeder Quantex Fund Retail Class,27.8,-2.8,-0.799998,38.37,19.54,25.342058,31.661398
1001,BPSIX,Boston Partners Small Cap Value Fund II Institutional Class,18.74,-2.65,-0.51,25.99,13.57,16.875294,21.620441
1002,RRTNX,T. Rowe Price Retirement 2025 Fund Class R,16.59,0.0,0.0,18.2,13.22,15.812941,16.706545
1003,BRLVX,American Beacon Bridgeway Large Cap Value Fund Institutional Class,21.81,-1.09,-0.24,28.16,15.89,20.408823,23.902794
1004,LGMCX,Loomis Sayles Global Allocation Fund Class C,23.57,0.47,0.11,24.93,18.53,22.408823,23.209927
1005,WESCX,TETON Westwood SmallCap Equity Fund Class AAA,14.82,-2.95,-0.4499995,19.41,10.65,13.475,16.195293
1006,VLAIX,Value Line Asset Allocation Fund Institutional Class,39.33,0.46,0.18,41.01,31.22,37.424706,38.01537
1007,JVTIX,Janus Henderson Venture Fund Class I,77.24,-0.89,-0.69,85.82,54.08,69.93912,76.06971
1008,PRUIX,T. Rowe Price Equity Index 500 Fund I Class,80.74,-0.2,-0.16,90.19,59.71,76.30235,80.29022
1009,FSDAX,Fidelity Select Defense & Aerospace Portfolio,14.18,-0.21,-0.03,19.71,10.43,12.708235,16.293089
1010,JVACX,JPMorgan Value Advantage Fund Class C,29.55,-1.27,-0.379998,37.31,21.94,27.714706,32.50397
1011,TEGIX,Touchstone Mid Cap Growth Fund Institutional Class,33.05,0.24,0.080003,36.74,22.5,30.094412,32.036175
1012,NWHZX,Nationwide Geneva Small Cap Growth Fund Class A,63.14,-1.97,-1.269996,67.84,44.21,56.369705,59.57728
1013,DHLRX,Diamond Hill Large Cap Fund Class I,25.03,-0.91,-0.23,29.9,18.16,23.454117,26.325663
1014,NEAIX,Needham Aggressive Growth Fund Institutional Class,23.16,-1.7,-0.4,23.85,16.18,21.381472,21.314339
1015,BPAVX,Boston Partners All Cap Value Fund Investor Class,22.73,-0.83,-0.19,27.63,16.4,21.180588,24.112574
1016,HMDCX,The Hartford MidCap Fund Class C,18.88,-0.68,-0.129998,21.86,13.25,17.462353,18.990147
1017,MSFLX,"Morgan Stanley Institutional Fund, Inc. Global Franchise Portfolio Class L",27.19,1.19,0.32,29.58,20.67,25.988235,26.842867
1018,APGZX,AB Large Cap Growth Fund Class Z,67.9,0.34,0.23,67.67,48.69,63.15647,62.09669
1019,WHGSX,Westwood SmallCap Fund Institutional Class,13.65,-2.43,-0.34,17.7,10.1,12.51853,15.087868
1020,IUESX,JPMorgan International Unconstrained Equity Fund Class I,20.14,0.9,0.18,23.32,15.49,19.05441,20.73103
1021,QLSCX,Federated MDT Small Cap Core Fund Class R6,16.53,-2.3,-0.39,20.43,11.42,15.027059,17.475735
1022,HWCCX,Hotchkis & Wiley Diversified Value Fund Class C,15.05,-1.63,-0.25,20.43,10.75,13.829118,17.02169
1023,CADIX,Columbia Select Global Growth Fund Institutional 2 Class,18.55,0.43,0.08,19.01,13.07,17.117647,16.936104
1024,MAPTX,Matthews Pacific Tiger Fund Investor Class,24.49,-0.12,-0.03,29.58,20.43,24.179117,26.37919
1025,CIVVX,Causeway International Value Fund Class Investor,12.34,1.31,0.16,16.25,9.27,11.205,13.448456
1026,TBGVX,"Tweedy, Browne Global Value Fund",23.91,0.29,0.07,28.42,19.56,22.941765,25.533089
1027,GIFPX,Guggenheim Floating Rate Strategies Fund Class P,22.98,0.52,0.120001,25.46,20.47,22.445883,24.013676
1028,MGLBX,Marsico Global Fund,18.69,0.65,0.12,19.15,13.53,17.385883,17.085588
1029,FGFRX,Federated International Leaders Fund Class R,31.35,1.29,0.4,36.19,23.58,28.932941,32.03522
1030,MRIGX,Meridian Growth Fund Investor Class,34.74,-1.73,-0.610002,41.83,23.23,30.952059,34.793896
1031,CIPSX,Champlain Small Company Fund Class Advisor,18.12,-1.63,-0.3,21.18,12.82,16.355,18.093529
1032,OMOIX,Vivaldi Multi-Strategy Fund Class I,23.69,0.47,0.11,28.06,21.48,22.91647,25.114044
1033,NNGRX,Nuveen Large-Cap Value Fund Class I,19.18,-1.29,-0.25,24.3,13.92,17.943235,20.796324
1034,AMPAX,American Beacon Mid-Cap Value Fund Investor Class,12.18,-2.17,-0.270001,16.65,8.19,10.928235,13.715662
1035,HCYAX,Hilton Tactical Income Fund Investor Class,15.46,0.45,0.07,18.1,13.41,15.153529,16.530294
1036,FGSKX,Federated MDT Mid Cap Growth Fund Class R6 Shares,36.69,-0.08,-0.029997,40.69,24.84,33.645294,35.2625
1037,QASCX,Federated MDT Small Cap Core Fund Class A,15.91,-2.33,-0.379999,19.68,10.99,14.466471,16.826029
1038,COFYX,Columbia Contrarian Core Fund Institutional 3 Class,26.53,0.0,0.0,28.89,19.52,25.07353,26.098602
1039,RYOCX,Rydex NASDAQ-100 Fund Investor Class,47.81,-0.27,-0.130002,49.44,35.52,45.32941,44.11294
1040,FMEIX,Fidelity Mid Cap Enhanced Index Fund,13.58,-0.59,-0.08,15.91,9.5,12.55,13.981912
1041,JDMAX,Janus Henderson Enterprise Fund Class A,127.96,-0.16,-0.21,144.19,89.02,117.91264,127.931175
1042,FSCSX,Fidelity Select Software & IT Services Portfolio,21.41,0.42,0.09,22.58,15.8,19.79147,19.81853
1043,DGLAX,BNY Mellon Global Stock Fund - Class A,21.74,1.02,0.22,23.91,16.64,20.587942,21.61397
1044,JCAPX,Janus Henderson Forty Fund Class I,41.04,0.47,0.189998,42.89,30.19,38.570587,38.79544
1045,WMMCX,TETON Westwood Mighty Mites Fund Class C,17.1,-2.17,-0.38,22.14,13.03,15.65,18.783014
1046,BLYAX,American Beacon Bridgeway Large Cap Growth Fund A Class,29.4,0.27,0.08,32.38,20.78,27.487942,28.720882
1047,PRJQX,PGIM Jennison Global Opportunities Fund-Class R6,30.5,0.86,0.26,30.98,21.23,28.22206,27.284853
1048,VEVIX,Victory Sycamore Established Value Fund Class I,33.84,-1.2,-0.41,41.68,23.96,30.899706,35.74228
1049,PARMX,Parnassus Mid Cap Fund,32.03,0.6,0.190002,37.12,23.24,29.800882,32.730515
1050,FSKAX,Fidelity Total Market Index Fund,84.78,-0.38,-0.32,95.18,61.86,79.584114,84.43279
1051,IVWAX,IVA Worldwide Fund Class A,14.46,-0.28,-0.04,17.77,12.45,14.044706,15.515809
1052,ADKSX,Adirondack Small Cap Fund,12.74,-2.6,-0.34,17.44,9.24,11.8252945,14.465809
1053,FSPCX,Fidelity Select Insurance Portfolio,49.38,-0.42,-0.21,67.93,38.26,45.526764,56.996616
1054,FCPIX,Fidelity Advisor International Capital Appreciation Fund I Class,22.54,1.53,0.34,25.1,17.36,21.34147,22.604706
1055,FETKX,Fidelity Equity Dividend Income Fund Class K,21.73,-0.91,-0.2,27.49,15.86,20.406765,23.273457
1056,VEVRX,Victory Sycamore Established Value Fund Class R6,33.86,-1.17,-0.400002,41.7,23.97,30.910587,35.754707
1057,FERCX,Fidelity Advisor Emerging Asia Fund Class C,36.51,-0.38,-0.139998,38.49,29.03,35.268234,35.491325
1058,CCHRX,Columbia Seligman Global Technology Fund Advisor Class,45.46,-1.92,-0.89,50.03,31.63,42.607353,44.441765
1059,CAMAX,Cambiar Global Ultra Focus Fund Investor Class,15.84,-0.19,-0.03,20.44,11.47,14.485,17.179338
1060,TFIFX,T. Rowe Price Financial Services Fund I Class,22.02,-1.3,-0.290001,29.06,16.52,20.285883,24.730661
1061,AMCCX,American Beacon Mid-Cap Value Fund C Class,11.38,-2.07,-0.24,15.59,7.66,10.208236,12.813529
1062,MINDX,Matthews India Fund Investor Class,17.27,1.35,0.23,27.67,13.85,16.780588,21.12647
1063,HSSAX,Emerald Banking and Finance Fund Class A,24.21,-2.34,-0.579999,35.3,18.06,21.608234,28.973236
1064,PAREX,T. Rowe Price Real Estate Fund Advisor Class,20.41,0.05,0.01,30.78,15.87,19.566175,24.000515
1065,CSVZX,Columbia Select Large Cap Value Fund Institutional Class,22.44,-0.93,-0.21,28.09,16.0,21.244411,24.03934
1066,HASCX,Harbor Small Cap Value Fund Institutional Class,29.53,-2.12,-0.64,35.85,20.74,26.824118,30.822132
1067,CPEAX,Catalyst Dynamic Alpha Fund Class A,18.81,0.05,0.01,20.93,13.87,18.084412,18.694632
1068,PAITX,T. Rowe Price International Stock Fund Advisor Class,16.61,0.73,0.12,19.17,12.82,15.647353,17.076838
1069,HCYIX,Hilton Tactical Income Fund Institutional Class,15.48,0.45,0.07,18.13,13.43,15.175294,16.554853
1070,TGIPX,T. Rowe Price Spectrum Moderate Growth Allocation Fund I Class,33.57,-0.06,-0.02,37.18,26.18,31.793823,33.785442
1071,PRBLX,Parnassus Core Equity Fund - Investor Shares,44.42,0.43,0.19,49.42,34.55,42.42147,44.62419
1072,SVFDX,Smead Value Fund Class R1,40.71,-2.05,-0.849998,50.92,30.25,38.024708,43.82544
1073,CDOFX,Crawford Small Cap Dividend Fund,33.99,-1.48,-0.51,43.94,25.69,31.544706,37.125515
1074,SPIIX,SEI Institutional Managed Trust S&P 500 Index Fund Class I,68.5,-0.19,-0.13,76.64,50.7,64.76088,68.49919
1075,PRSIX,T. Rowe Price Spectrum Conservative Allocation Fund,19.31,0.0,0.0,20.44,16.5,18.618235,19.293602
1076,ABYSX,AB Discovery Value Fund Advisor Class,15.57,-2.38,-0.38,20.99,10.89,14.131471,17.405148
1077,CDSIX,Calvert Short Duration Income Fund Class I,15.87,0.19,0.03,16.47,14.83,15.657647,16.012058
1078,NPSFX,Nuveen Preferred Securities & Income Fund Class R6,16.04,0.06,0.01,17.92,13.12,15.645294,16.647058
1079,CLCRX,Columbia Select Large Cap Equity Fund Institutional 2 Class,15.08,-0.13,-0.02,16.7,11.13,14.345882,14.837794
1080,VTMSX,Vanguard Tax-Managed Small Cap Fund Admiral Shares,54.29,-3.19,-1.79,69.17,39.88,49.487354,58.549927
1081,RRMGX,T. Rowe Price Mid-Cap Growth Fund R Class,84.64,0.2,0.17,92.38,59.0,77.6953,82.8889
1082,FITIX,Fidelity Advisor Mid Cap II Fund Class M,16.08,-0.8,-0.13,19.31,11.14,14.654411,16.613382
1083,BPGIX,Boston Partners Global Equity Institutional Class,13.96,-0.14,-0.0200005,17.48,10.44,13.035,15.13897
1084,FCASX,Fidelity Advisor Asset Manager 70% Fund Class C,21.57,0.05,0.01,23.62,17.01,20.485588,21.58728
1085,CPEIX,Catalyst Dynamic Alpha Fund Class I,18.99,0.0,0.0,21.12,14.0,18.25647,18.873676
1086,CRMSX,CRM Small Cap Value Fund Class Investor,11.21,-2.1,-0.24,15.98,8.05,10.262647,12.9375
1087,ALGRX,Alger Focus Equity Fund Class I,43.45,0.09,0.04,44.16,31.18,40.578236,39.45353
1088,GPRIX,Grandeur Peak Global Reach Fund Institutional Class,15.47,0.32,0.05,16.63,10.7,14.035,14.884485
1089,EKGCX,Wells Fargo Global Small Cap Fund Class C,23.14,-0.52,-0.12,27.66,18.07,21.463236,24.323896
1090,ACMYX,American Beacon Mid-Cap Value Fund Class Y,11.95,-2.13,-0.26,16.31,8.03,10.714412,13.4482355
1091,VIIIX,Vanguard Institutional Index Fund Institutional Plus Shares,271.15,-0.2,-0.53,304.99,201.93,256.245,271.32037
1092,TGVAX,Thornburg International Value Fund Class A,21.17,0.47,0.1,24.12,16.58,19.815294,21.508677
1093,TTMIX,T. Rowe Price Communications & Technology Fund I Class,141.2,0.26,0.37,140.83,104.51,132.60617,125.580734
1094,FARWX,Fidelity Advisor Simplicity RMD 2020 Fund Class A,60.29,0.23,0.14,60.39,58.01,60.29,60.29
1095,PREIX,T. Rowe Price Equity Index 500 Fund,80.71,-0.2,-0.16,90.16,59.68,76.28236,80.265366
1096,VMACX,Virtus KAR Mid-Cap Core Fund Class A,36.77,0.05,0.02,40.02,26.45,33.523823,35.366985
1097,FACDX,Fidelity Advisor Health Care Fund Class A,58.51,1.25,0.720003,58.8,41.77,56.045883,53.879044
1098,SKTAX,SEI Asset Allocation Trust Core Market Strategy Allocation Fund Class F,17.7,-0.17,-0.030001,20.31,13.29,16.600294,18.241985
1099,SCSCX,Touchstone Large Cap Focused Fund Class C,38.26,-0.39,-0.15,43.52,28.67,36.181473,38.253235
1100,EGOAX,Wells Fargo Large Cap Core Fund - Class A,15.19,-0.46,-0.069999,19.94,10.98,14.25,15.772647
1101,GIFCX,Guggenheim Floating Rate Strategies Fund Class C,22.96,0.53,0.120002,25.44,20.45,22.429707,23.996323
1102,RYHHX,Rydex High Yield Strategy Fund Class C,19.47,0.26,0.05,22.29,17.16,19.042353,20.498383
1103,DCMDX,Dunham Monthly Distribution Fund Class C,24.44,-0.04,-0.01,26.4,23.93,24.424706,25.125
1104,THORX,Thornburg Global Opportunities Fund Class R3,27.17,-0.69,-0.19,31.8,20.67,25.472647,27.911545
1105,SHSSX,BlackRock Health Sciences Opportunities Portfolio Institutional Shares,70.63,1.23,0.86,70.86,50.78,67.90941,66.33324
1106,DNMDX,Dunham Monthly Distribution Fund Class N,32.76,-0.03,-0.009997,34.55,31.96,32.70353,33.479263
1107,ADCCX,American Century Disciplined Growth Fund Class C,20.99,0.24,0.05,21.61,15.05,19.784412,19.769264
1108,JACCX,Janus Henderson Forty Fund Class C,31.29,0.48,0.149999,32.78,23.06,29.423824,29.746618
1109,NOSGX,Northern Small Cap Value Fund,15.56,-2.75,-0.44,22.02,11.5,14.314412,17.742868
1110,FIDGX,Fidelity Advisor Small Cap Growth Fund Class Z,26.16,-1.02,-0.27,29.45,18.4,24.094412,25.621838
1111,LCCCX,Columbia Contrarian Core Fund Class C,23.02,0.0,0.0,25.14,16.97,21.771177,22.704266
1112,DRNYX,"BNY Mellon New York Tax Exempt Bond Fund, Inc.",14.78,0.0,0.0,15.46,13.73,14.59353,14.898162
1113,MECAX,AMG Managers Cadence Emerging Companies Fund - Class N,41.25,-2.11,-0.89,52.13,28.5,38.154118,44.267204
1114,HGOAX,The Hartford Growth Opportunities Fund Class A,43.87,0.21,0.09,43.96,29.32,40.101177,39.205296
1115,WSMVX,Wilshire Small Company Value Fund Class Institutional,16.52,-2.82,-0.48,22.58,12.05,14.947647,18.680515
1116,HIMVX,Harbor Mid Cap Value Fund Investor Class,15.57,-2.38,-0.38,21.79,10.89,14.098235,17.891691
1117,HGITX,Hartford Core Equity Fund Class R5,33.15,0.06,0.02,37.1,24.69,31.336472,33.170734
1118,NFRAX,Nuveen Symphony Floating Rate Income Fund Class A,17.23,0.23,0.040001,19.26,14.8,16.929707,18.049486
1119,USNQX,USAA NASDAQ-100 Index Fund,26.33,-0.27,-0.07,27.12,19.54,24.951765,24.189264
1120,BDSCX,BlackRock Advantage Small Cap Core Fund Investor C Shares,12.78,-2.52,-0.33,15.5,8.77,11.5732355,13.271618
1121,SCIRX,Columbia Seligman Communications and Information Fund Class R,72.85,-1.91,-1.42,81.05,51.01,68.33441,71.70588
1122,FIIRX,Fidelity Advisor Simplicity RMD 2010 Fund Class I,53.68,0.13,0.07,53.81,52.33,53.68,53.68
1123,CFWIX,Calvert Global Water Fund Class I,19.69,-0.4,-0.08,23.12,14.74,18.301176,20.352942
1124,PLBBX,Plumb Balanced Fund,32.56,0.34,0.11,34.51,25.95,30.748823,31.71081
1125,MBESX,AMG Chicago Equity Partners Balanced Fund Class I,15.69,0.64,0.100001,17.85,13.39,15.111765,16.335442
1126,RLUEX,Lazard US Equity Concentrated Portfolio R6 Shares,15.6,0.52,0.08,17.8,11.4,14.702941,15.767868
1127,CCSGX,Conestoga SMid Cap Fund Institutional Class,17.48,-0.63,-0.11,19.28,12.44,15.886765,16.918236
1128,JGMIX,Janus Henderson Triton Fund Class S,27.23,-0.73,-0.2,31.46,18.48,24.764118,27.23147
1129,USPRX,USAA 500 Index Fund Reward Shares,41.81,-0.17,-0.07,46.49,30.85,39.49559,41.57706
1130,TILCX,T. Rowe Price Institutional Large Cap Value Fund,19.15,-0.57,-0.11,24.8,14.46,18.099117,21.055
1131,NOMIX,Northern Mid Cap Index Fund,16.74,-1.41,-0.24,19.77,11.46,15.141471,17.183676
1132,SSIRX,Sierra Tactical Core Income Fund Institutional Class,20.96,0.09,0.0196,21.9,20.55,20.66,21.223602
1133,GEQYX,GuideStone Funds Equity Index Fund Institutional Class,33.53,-0.15,-0.049998,37.29,24.7,31.694412,33.278824
1134,TRLCX,TIAA-CREF Large-Cap Value Fund Retirement Class,15.52,-0.83,-0.130001,18.65,11.46,14.614412,16.424265
1135,MPGFX,Mairs & Power Growth Fund Investor Class,120.89,-0.17,-0.2,136.38,88.01,113.26882,120.59868
1136,TRBCX,T. Rowe Price Blue Chip Growth Fund,130.93,0.07,0.09,136.86,94.72,123.04588,121.65191
1137,RSMRX,RBC SMID Cap Growth Fund Class R6,14.3,-1.24,-0.1800005,16.04,9.88,12.8232355,14.036324
1138,MBEAX,AMG Chicago Equity Partners Balanced Fund Class N,15.52,0.65,0.1,17.66,13.25,14.949118,16.162794
1139,MFOIX,BNY Mellon Focused Equity Opportunities Fund Investor Shares,14.63,-0.27,-0.04,16.6,10.64,13.832353,14.809853
1140,RRCOX,T. Rowe Price U.S. Equity Research Fund R Class,28.95,-0.14,-0.040002,32.45,21.27,27.326176,28.769558
1141,JLGMX,JPMorgan Large Cap Growth Fund Class R6,46.94,0.17,0.080003,47.55,32.42,43.837353,42.804337
1142,CSXCX,Calvert US Large Cap Core Responsible Index Fund Class C,24.39,-0.25,-0.059999,26.7,17.92,22.969118,23.814339
1143,TRRAX,T. Rowe Price Retirement 2010 Fund,17.51,0.0,0.0,18.77,14.8,16.89147,17.534706
1144,FMSTX,Federated MDT Large Cap Value Fund Institutional Shares,24.13,-0.54,-0.129998,28.66,17.6,22.75647,25.312721
1145,VWUAX,Vanguard U.S. Growth Fund Admiral Shares,123.35,0.29,0.36,125.77,86.61,114.33324,111.49743
1146,CSRSX,Cohen & Steers Realty Shares Fund Class L,56.49,0.46,0.259997,72.79,41.59,53.094414,60.549927
1147,IHOIX,The Hartford International Opportunities Fund Class I,14.16,0.35,0.05,16.71,11.21,13.427059,14.86103
1148,HFDTX,Hartford Schroders US MidCap Opportunities Fund Class R5,14.27,-0.14,-0.020001,16.9,10.02,13.198529,14.708456
